landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-8872,Low,,,2021-05-03T01:13:06.673411128Z,The htmlParseTryOrFinish function in HTMLparser.c in libxml2 2.9.4 allows attackers to cause a denial of service (buffer over-read) or information disclosure.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-20388,Low,,,2021-05-03T01:13:06.673411128Z,xmlSchemaPreRun in xmlschemas.c in libxml2 2.9.10 allows an xmlSchemaValidateStream memory leak.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-24977,Low,,,2021-05-03T01:13:06.673411128Z,GNOME project libxml2 v2.9.10 has a global buffer over-read vulnerability in xmlEncodeEntitiesInternal at libxml2/entities.c. The issue has been fixed in commit 50f06b3e.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-1000061,Low,,,2021-05-03T01:13:06.673411128Z,"xmlsec 1.2.23 and before is vulnerable to XML External Entity Expansion when parsing crafted input documents, resulting in possible information disclosure or denial of service"
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-1000061,Low,,,2021-05-03T01:13:06.673411128Z,"xmlsec 1.2.23 and before is vulnerable to XML External Entity Expansion when parsing crafted input documents, resulting in possible information disclosure or denial of service"
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7947,Low,,,2021-05-03T01:13:06.673411128Z,Multiple integer overflows in X.org libXrandr before 1.5.1 allow remote X servers to trigger out-of-bounds write operations via a crafted response.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7948,Low,,,2021-05-03T01:13:06.673411128Z,X.org libXrandr before 1.5.1 allows remote X servers to trigger out-of-bounds write operations by leveraging mishandling of reply data.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7949,Low,,,2021-05-03T01:13:06.673411128Z,Multiple buffer overflows in the (1) XvQueryAdaptors and (2) XvQueryEncodings functions in X.org libXrender before 0.9.10 allow remote X servers to trigger out-of-bounds write operations via vectors involving length fields.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7950,Low,,,2021-05-03T01:13:06.673411128Z,The XRenderQueryFilters function in X.org libXrender before 0.9.10 allows remote X servers to trigger out-of-bounds write operations via vectors involving filter name lengths.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-9019,Low,,,2021-05-03T01:13:06.673411128Z,"In libxslt 1.1.29 and earlier, the EXSLT math.random function was not initialized with a random seed during startup, which could cause usage of this function to produce predictable outputs."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7951,Low,,,2021-05-03T01:13:06.673411128Z,Multiple integer overflows in X.org libXtst before 1.2.3 allow remote X servers to trigger out-of-bounds memory access operations by leveraging the lack of range checks.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-7952,Low,,,2021-05-03T01:13:06.673411128Z,"X.org libXtst before 1.2.3 allows remote X servers to cause a denial of service (infinite loop) via a reply in the (1) XRecordStartOfData, (2) XRecordEndOfData, or (3) XRecordClientDied category without a client sequence and with attached data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5407,Low,,,2021-05-03T01:13:06.673411128Z,The (1) XvQueryAdaptors and (2) XvQueryEncodings functions in X.org libXv before 1.0.11 allow remote X servers to trigger out-of-bounds memory access operations via vectors involving length specifications in received data.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-12313,Medium,,,2021-05-03T01:13:06.673411128Z,Insufficient control flow management in some Intel(R) PROSet/Wireless WiFi products before version 21.110 may allow an unauthenticated user to potentially enable escalation of privilege via adjacent access.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-12317,Medium,,,2021-05-03T01:13:06.673411128Z,Improper buffer restriction in some Intel(R) PROSet/Wireless WiFi products before version 21.110 may allow an unauthenticated user to potentially enable denial of service via adjacent access.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-12319,Medium,,,2021-05-03T01:13:06.673411128Z,Insufficient control flow management in some Intel(R) PROSet/Wireless WiFi products before version 21.110 may allow an unauthenticated user to potentially enable denial of service via adjacent access.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10684,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2013-4235,Low,,,2021-05-03T01:13:06.673411128Z,shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12424,Low,,,2021-05-03T01:13:06.673411128Z,"In shadow before 4.5, the newusers tool could be made to manipulate internal data structures in ways unintended by the authors. Malformed input may lead to crashes (with a buffer overflow or other memory corruption) or other unspecified behaviors. This crosses a privilege boundary in, for example, certain web-hosting environments in which a Control Panel allows an unprivileged user account to create subaccounts."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-7169,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2009-5155,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-8985,Low,,,2021-05-03T01:13:06.673411128Z,The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10228,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10739,Low,,,2021-05-03T01:13:06.673411128Z,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12132,Low,,,2021-05-03T01:13:06.673411128Z,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-25013,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27618,Low,,,2021-05-03T01:13:06.673411128Z,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-6096,Low,,,2021-05-03T01:13:06.673411128Z,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11112,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-11113,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13728,Low,,,2021-05-03T01:13:06.673411128Z,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13729,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13730,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13731,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13732,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13733,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13734,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-16879,Low,,,2021-05-03T01:13:06.673411128Z,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17594,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17595,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10684,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-10685,Low,,,2021-05-03T01:13:06.673411128Z,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack."
